GW x geral,Pos/Neg/Neutro para o ambientalismo,id,sigla_tipo,numero,ano,ementa,votada_plenario,cod_tipo,casa,tema,autor,link
Não GW,Positivo,2201529,PL,2787,2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais), para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem, e dá outras providências.  NOVA EMENTA: Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para tipificar o crime de ecocídio e a conduta delitiva do responsável por desastre relativo a rompimento de barragem; e dá outras providências.",1,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Áurea Carolina; Dr. Frederico; Gilberto Abramo; Greyce Elias; Hercílio Coelho Diniz; Igor Timo; Júlio Delgado; Leonardo Monteiro; Lucas Gonzalez; Padre João; Rogério Correia; Zé Silva,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201529
Não GW,Positivo,2190446,PL,18,2019,"Estabelece princípios e regras específicos para barragens destinadas à acumulação ou à disposição final ou temporária de rejeitos e resíduos industriais ou de mineração e a barragens de água ou líquidos associados a processos industriais ou de mineração, independentemente do porte e do potencial poluidor, em caráter complementar à Política Nacional de Segurança de Barragens (PNSB), instituída pela Lei Federal nº 12.334, de 20 de setembro de 2010.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Alessandro Molon; Aliel Machado; Bira do Pindaré; Danilo Cabral; Denis Bezerra; Felipe Rigoni; João H. Campos; Liziane Bayer; Rodrigo Agostinho; Rosana Valle,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190446
Não GW,Positivo,2190474,PL,41,2019,Dispõe sobre a rotulagem de produtos desenvolvidos a partir de testes em animais.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190474
Não GW,Positivo,2190475,PL,42,2019,Dispõe sobre a obrigatoriedade de publicação de alerta em embalagens de cosméticos de todos os gêneros sobre a realização ou não de testes em animais na fase de desenvolvimento e acompanhamento do respectivo produto,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190475
Não GW,Positivo,2190483,PL,48,2019,Cria o serviço de Disque Denúncia de Maus Tratos e Abandono de Animais.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190483
Não GW,Positivo,2190484,PL,49,2019,Dispõe sobre o abate humanitário de animais em todo o território nacional e dá outras providências.,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190484
Não GW,Positivo,2190485,PL,50,2019,"Dispõe sobre a obrigação de petshops, clínicas veterinárias e estabelecimentos congêneres a fixarem cartazes que facilitem e incentivem a adoção de animais e dá outras providências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190485
Não GW,Positivo,2190486,PL,51,2019,Dispõe sobre os serviços de higienização e outros serviços que impliquem a guarda de animais de estimação.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190486
Não GW,Positivo,2190487,PL,52,2019,"Ficam proibidos, em todo o território nacional, zoológicos, aquários e parques públicos e privados que exponham animais silvestres.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190487
Não GW,Positivo,2190488,PL,53,2019,"Altera a Lei nº 13.105, de 16 de março de 2015 (Código de Processo Civil), para excluir os animais domésticos da definição de semoventes, para fins de penhorabilidade.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190488
Não GW,Positivo,2190490,PL,55,2019,"Torna obrigatória a exposição nos rótulos das rações animais de todos os nutrientes contidos em suas composições, com as respectivas quantidades.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190490
Não GW,Positivo,2190491,PL,56,2019,Regulamenta a profissão de Técnico em Resgate de Animais.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190491
Não GW,Positivo,2190492,PL,57,2019,"Dispõe sobre a proibição da comercialização de animais em pet shops, lojas de rações, lojas agropecuárias e similares, e dá outras providências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190492
Não GW,Positivo,2190493,PL,58,2019,"Acrescenta art. 32-A na Lei nº 9.605, de 12 de fevereiro de 1998, para definir o crime de criação de animais domésticos, ou domesticados, nativos ou exóticos, sem o devido licenciamento dos órgãos responsáveis para fins comerciais, em condições inadequadas e do aumento da pena.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190493
Não GW,Positivo,2190495,PL,62,2019,"Dispõe sobre a guarda dos animais de estimação nos casos de dissolução litigiosa da sociedade e do vínculo conjugal entre seus possuidores, e dá outras providências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190495
Não GW,Positivo,2190496,PL,61,2019,"Dispõe sobre a proibição na convenção, regulamento ou regimento interno dos condomínios existentes em todo território nacional apresentar clausulas restritivas sobre a permanência de animais domésticos em suas unidades autônomas.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190496
Não GW,Positivo,2190497,PL,60,2019,"Determina o registro e a identificação eletrônica de cães, gatos, equinos, muares e asininos por seus proprietários e altera a Lei nº 9.605, de 12 de fevereiro de 1998, que ""dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente"", para tipificar o abandono de animais em vias públicas.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190497
Não GW,Neutro,2190498,PL,59,2019,"Estabelece a obrigação dos estabelecimentos veterinários, quando constatarem indícios de maus tratos nos animais atendidos, comunicar imediatamente o fato à Polícia Judiciária.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190498
GW,Positivo,2190563,PL,108,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, reclassificando os apicuns e salgados como Área de Presevação Permanente (APP).",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rodrigo Agostinho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190563
GW,Positivo,2190569,PL,116,2019,"Altera o art. 22 da Lei n. 9.985, de 18 de julho de 2000, que institui o Sistema Nacional de Unidades de Conservação da Natureza.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Renata Abreu,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190569
Não GW,Neutro,2190621,PL,148,2019,"Dispõe sobre a conservação de espécimes de erva-mate (Ilex paraguariensis) cadastrados e identificados como árvores matrizes produtoras de sementes e institui a política de incentivo à pesquisa, seleção e melhoramento genético da erva-mate.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Heitor Schuch,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190621
GW,Positivo,2190623,PL,149,2019,"Institui a Política Nacional de Incentivo à Agricultura de Precisão visando maior eficiência na aplicação de recursos e insumos de produção, de forma a diminuir o desperdício, reduzir os custos de produção, aumentar a produtividade, a lucratividade e a garantir a sustentabilidade ambiental.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Heitor Schuch,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190623
Não GW,Positivo,2190630,PL,153,2019,"Altera a Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, para prever requisitos para a concessão ou renovação da licença ambiental.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,José Nelto,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190630
Não GW,Positivo,2190647,PL,43,2019,Institui Hospitais Públicos Veterinários e Postos de Saúde para atendimento de animais e dá outras  providências.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190647
Não GW,Positivo,2190679,PL,45,2019,Dispõe sobre a microchipagem de animais domésticos e dá outras providências.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190679
Não GW,Positivo,2190681,PL,47,2019,Dispõe sobre o monitoramento dos serviços comerciais de banho e tosa de animais domésticos e de pequeno e grande porte.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190681
Não GW,Positivo,2190682,PL,46,2019,Proíbe a exposição e venda de animais por estabelecimentos que comercializam gêneros alimentícios.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190682
Não GW,Positivo,2190690,PL,184,2019,"Altera a Lei nº 12.334, de 2010, que dispõe sobre a Política Nacional de Segurança de Barragens.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Igor Timo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190690
Não GW,Positivo,2190779,PL,269,2019,"Altera a Lei nº 9.605, de 12 fevereiro de 1998, a fim de agravar a pena do crime de maus-tratos de animais e tipificar o crime de abandono de animais.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190779
Não GW,Positivo,2190782,PL,289,2019,"Estabelece abrangência nacional ao fundo Garantia-Safra e ao Benefício Garantia-Safra, instituídos pela Lei 10.420 de 10 de abril de 2002.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190782
Não GW,Positivo,2190787,PL,293,2019,"Altera e acrescenta dispositivos à Política Nacional de Resíduos Sólidos, instituída pela Lei nº 12.305 de 02 de agosto de 2010 para regular a destinação ou disposição final de resíduos provenientes da construção civil e das demolições.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190787
GW,Positivo,2190802,PL,299,2019,Altera e acrescenta dispositivos à Lei 9.605 de 12 de fevereiro de 1998.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190802
Não GW,Positivo,2190808,PL,302,2019,"Altera e acrescenta dispositivos a Lei nº 5.197, de 3 de janeiro de 1967, que ""Dispõe sobre a proteção à fauna e dá outras providências"", para proibir a exibição de animais silvestres em eventos.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190808
Não GW,Positivo,2190810,PL,303,2019,"Altera e acrescenta dispositivos à Lei nº 9.636, de 15 de maio de 1998 para dispor sobre a permissão do uso de terrenos da União para a implantação de hortas comunitárias.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190810
Não GW,Positivo,2190838,PL,315,2019,Veda aos estabelecimentos comerciais o fornecimento de sacolas plásticas aos clientes para o acondicionamento de produtos vendidos.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190838
Não GW,Positivo,2190843,PL,317,2019,Veda a utilização de garrafas PET para embalagem de alimentos e bebidas.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190843
GW,Positivo,2190872,PL,312,2019,Institui a penalidade de suspensão e cancelamento do Cadastro Nacional de Pessoas Jurídicas do Ministério da Fazenda - CNPJ/MF de estabelecimentos que distribuam ou estoquem madeiras extraídas ilegalmente das florestas brasileiras e dá outras providências.,0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190872
Não GW,Negativo,2190884,PDL,7,2019,"Susta o Decreto nº 9.642/2018, que ""Altera o Decreto nº 7.891, de 23 de janeiro de 2013, para dispor sobre a redução gradativa dos descontos concedidos em tarifa de uso do sistema de distribuição e tarifa de energia elétrica"".",0,557,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Heitor Schuch,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190884
Não GW,Negativo,2190885,PDL,8,2019,"Susta o Decreto n° 9.642, de 27 de dezembro de 2018.",0,557,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Marcon,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190885
Não GW,Positivo,2190896,PL,336,2019,"Altera a Lei n.º 12.334, de 20 de setembro de 2010, que estabelece a Política Nacional de Segurança de Barragens, para aprimorar os requisitos de elaboração e os critérios para implantação do Plano de Ação de Emergência (PAE).",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Carmen Zanotto,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190896
GW,Positivo,2190933,PL,354,2019,"Altera a redação do artigo 14 da Lei nº 11.947, de 16 de junho de 2009, para incluir a prioridade de aquisição de gêneros alimentícios da agricultura familiar aos produtores rurais familiares.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Tereza Cristina,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190933
GW,Positivo,2190934,PL,355,2019,Institui a Política Nacional de Incentivo à Agricultura e Pecuária de Precisão.,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Tereza Cristina,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190934
Não GW,Positivo,2190944,PL,357,2019,"Altera a Lei nº 12.305, de 2010, que institui a Política Nacional de Resíduos Sólidos, para equiparar a resíduos perigosos os rejeitos de mineração depositados em barragens à jusante das quais existam comunidades que possam ser atingidas por seu eventual rompimento e para prever a utilização de instrumentos econômicos para a redução de geração e o aproveitamento desses rejeitos e o desenvolvimento de tecnologias de maior ganho social e menor risco ambiental.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Leandre,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190944
GW,Neutro,2190945,PL,358,2019,"Altera a Lei nº 9.605, de 1998 (Lei de Crimes Ambientais), para dispor sobre o valor das multas em caso de desastre ambiental.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Leandre,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190945
GW,Positivo,2190983,PL,361,2019,Institui a Política Nacional de Incentivo à Agricultura de Precisão.,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Alceu Moreira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190983
GW,Negativo,2190986,PL,364,2019,Dispõe sobre a utilização e proteção da vegetação nativa dos Campos de Altitude associados ou abrangidos pelo bioma Mata Atlântica.,0,139,camara,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Alceu Moreira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190986
GW,Positivo,2190988,PL,366,2019,"Cria incentivos fiscais e creditícios para proprietários de imóveis rurais que adotem ações para a proteção e recuperação de nascentes e demais recursos hídricos, e dá outras providências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Alceu Moreira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190988
GW,Positivo,2190989,PL,367,2019,Institui o Fundo Nacional do Desenvolvimento Rural e Produção Agrícola e dá outras providências.,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Alceu Moreira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190989
Não GW,Positivo,2191050,PL,384,2019,"Altera a altera a Lei nº 9.795, de 27 de abril de 1999, para direcionar parte dos recursos obtidos pela aplicação das multas ambientais a ações em educação ambiental.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rafael Motta,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191050
Não GW,Positivo,2191061,PL,394,2019,"Altera o art. 1º da Lei nº 12.933, de 26 de dezembro de 2013, e o art. 23 da Lei nº 10.741, de 1º de outubro de 2003, para assegurar aos estudantes, pessoas com deficiência, jovens de 15 a 29 anos comprovadamente carentes e idosos o acesso a parques nacionais e a pontos turísticos, mediante pagamento da metade do preço do ingresso efetivamente cobrado do público em geral.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rafael Motta,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191061
Não GW,Positivo,2191098,PL,427,2019,"Altera a Lei nº 9.976, de 3 de julho de 2000, que dispõe sobre a produção de cloro e dá outras providências, fixando prazo para a substituição das células de mercúrio por tecnologias de menor potencial poluidor.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rubens Bueno,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191098
GW,Positivo,2191112,PL,440,2019,"Acrescenta o art. 37-A à Lei nº 12.651, de 25 de maio de 2012, para exigir a presença de quantidades mínimas de matérias-primas extraídas da flora brasileira nos produtos industrializados para que os respectivos rótulos e embalagens possam mencionar a origem natural do produto.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rubens Bueno,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191112
Não GW,Positivo,2191179,PL,471,2019,"Altera os artigos 429 e 430 da Consolidação das Leis do Trabalho - CLT, a fim de dispor sobre a contratação de aprendizes pelos empreendimentos da agricultura familiar.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Célio Moura,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191179
Não GW,Positivo,2191182,PL,473,2019,"Dispõe sobre a guarda dos animais de estimação nos casos de dissolução litigiosa da sociedade e do vínculo conjugal entre seus possuidores, e dá outras providências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Rodrigo Agostinho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191182
Não GW,Positivo,2191188,PL,477,2019,Dispõe sobre o tratamento tributário a ser conferido às novas empresas de tecnologia do agronegócio (Startup Agro).,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Jose Mario Schreiner,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191188
Não GW,Positivo,2191242,PDL,15,2019,"Susta, nos termos do art. 49, V, da Constituição, a aplicação do Decreto nº 9.642, de 27 de dezembro de 2018.",0,557,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Helder Salomão,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191242
GW,Neutro,2191350,PLP,12,2019,Dispõem sobre a regulamentação da cobrança das taxas de juros nas operações de crédito à produtores rurais e dá outras providências.,0,140,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Alceu Moreira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191350
Não GW,Positivo,2191450,PL,545,2019,"Altera a Lei nº 12.305, de 2 de agosto de 2010, para determinar o recolhimento de produtos de uso veterinário, seus resíduos e embalagens e incluí-los entre os itens sujeitos à logística reversa.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Covatti Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191450
Não GW,Positivo,2191473,PL,560,2019,"Altera o Art. 3º, da Lei nº 7.802 de 11 de julho de 1989, e dá outras providências.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Paulo Pimenta,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191473
Não GW,Positivo,2191476,PL,561,2019,"Altera o art. 32 da Lei nº 9.605, de 12 de fevereiro de 1998, parar aumentar a pena prevista para o crime de Praticar ato de abuso, maus-tratos, ferir ou mutilar animais silvestres, domésticos ou domesticados, nativos ou exóticos.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Delegado Waldir,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191476
Não GW,Positivo,2191513,PL,567,2019,"Altera a Lei nº 12.305, de 02 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para exigir que os impressos de propaganda distribuídos em locais públicos sejam feitos com material reciclado e biodegradável.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Vicentinho Júnior,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191513
GW,Positivo,2191516,PL,570,2019,"Torna hediondos os crimes ambientais, quando afetam gravemente ecossistemas e coloquem em risco a vida e a saúde humanas.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Joenia Wapichana,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191516
Não GW,Positivo,2191621,PL,597,2019,"Altera o Decreto-Lei n° 986, de 21 de outubro de 1969, que ""institui normas básicas sobre alimentos"", para dispor sobre alimentos integrais.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Flávia Arruda,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191621
Não GW,Neutro,2191628,PDL,21,2019,"Susta os efeitos da Circular CIRCULAR Nº 5, DE 5 DE FEVEREIRO DE 2019 da Secretaria Especial de Comércio Exterior e Assuntos Internacionais do Ministério da Economia, nos termos do inciso V do art. 49 da Constituição Federal.",0,557,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Reginaldo Lopes,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191628
Não GW,Positivo,2191633,PL,608,2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para estabelecer a responsabilidade solidaria de estabelecimentos comerciais pela prática de abuso ou maus-tratos perpetrada por seus funcionários em suas dependências.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Eros Biondini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191633
GW,Positivo,2191650,PL,618,2019,"Altera a Lei n°11.959 de 29 de junho de 2009, que dispõe sobre a Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca, para disciplinar a pesca esportiva.",0,139,camara,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Luiz Nishimori,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191650
Não GW,Positivo,2191655,PL,623,2019,Regulamenta o princípio da legalidade administrativa em todas as esferas da administração pública direta e indireta.,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Luiz Nishimori,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191655
Não GW,Negativo,2191668,PL,630,2019,"Autoriza o Poder Executivo a proceder na remissão dos débitos tributários, constituídos ou não, inscritos ou não em dívida ativa, ajuizados ou não, com exigibilidade suspensa ou não, das contribuições de que tratam os incisos I e II do artigo 25 da Lei n.º 8.212, de 1991, com redação dada pela Lei nº 10.256, de 2001, bem como a prevista originalmente no inciso I e II do artigo 25, da Lei nº 8.870, de 1994.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Jerônimo Goergen,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191668
GW,Positivo,2191671,PL,631,2019,"Inscreve o nome de Francisco Alves Mendes Filho, conhecido como Chico Mendes, no Livro dos Heróis da Pátria.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,João Daniel,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191671
GW,Positivo,2191694,PL,649,2019,Dispõe sobre a proibição de descarte ou destruição deliberada de alimentos próprios ao consumo humano.,0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Sergio Vidigal,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191694
Não GW,Positivo,2191728,PDL,29,2019,"Susta os efeitos do Decreto nº 9.642/2018, que ""Altera o Decreto nº 7.891, de 23 de janeiro de 2013, para dispor sobre a redução gradativa dos descontos concedidos em tarifa de uso do sistema de distribuição e tarifa de energia elétrica.",0,557,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Roberto Pessoa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191728
Não GW,Positivo,2191813,PDL,31,2019,Susta o § 4º do Art. 1º do Decreto n° 9.642 de 27 de dezembro de 2018.,0,557,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Mário Negromonte Jr.,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191813
Não GW,Positivo,2191833,PL,707,2019,"Dispõe sobre a proibição, em todo o território nacional, da comercialização de animais em feiras, parques, ruas, praças, mercados e outras áreas abertas, públicas ou particulares, sem o devido cuidado com a saúde animal.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191833
Não GW,Positivo,2191854,PL,710,2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para restringir o uso do instrumento cambão para a captura de animais.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191854
Não GW,Positivo,2191872,PL,714,2019,"Inclui o art. 6º na Lei nº 13.134, de 16 de junho de 2015, assegurando o pagamento do seguro desemprego ao trabalhador rural safrista.",0,139,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Marília Arraes,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191872
Não GW,Positivo,2191876,PL,716,2019,"Acrescenta o art. 10-A à Lei nº 6.938, de 31 de agosto de 1981, que dispõe sobre a Política Nacional do Meio Ambiente, seus fins e mecanismos de formulação e aplicação, e dá outras providências, para dispor sobre a contratação de seguro e outras garantias para fins de licenciamento ambiental de barragens de rejeitos de minérios.",0,139,camara,Meio Ambiente e Desenvolvimento Sustentável,Fábio Trad,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191876
Não GW,Positivo,2191969,PDL,32,2019,"Susta o Decreto nº 9.642, 27 de dezembro de 2018.",0,557,camara,"Agricultura, Pecuária, Pesca e Extrativismo",Evair Vieira de Melo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191969
